original,modified,Value
happiness,happiness,0
heritagefabs,heritagefab,0
bootes,boote,0
qualities,qualitie,0
woodworks,woodwork,0
nederlands,nederland,0
whitestripes,whitestripe,0
newtronics,newtronic,0
mercedes,mercede,0
kookakids,kookakid,0
autofocus,autofocus,4
piils,piil,0
rihams,riham,0
faas,faa,0
goodness,goodness,4
robles,roble,0
wirks,wirk,0
names,name,0
diabetes,diabete,0
zitrades,zitrade,0
rbds,rbd,0
smackers,smacker,0
ludus,ludu,0
minnons,minnon,0
egizmos,egizmo,0
pyrios,pyrio,0
ruggers,rugger,0
coolors,coolor,0
adjusters,adjuster,0
nurseries,nursery,4
celsus,celsu,0
tgraphics,tgraphic,0
kosmoss,kosmos,0
smokeless,smokeless,4
progress,progress,0
lwhhgrs,lwhhgr,4
conscious,conscious,0
eyeqs,eyeq,0
traversys,traversy,0
sacenterprises,sacenterprise,0
phonics,phonic,0
artocarpus,artocarpu,0
trackpants,trackpant,0
barracks,barrack,0
dcfashions,dcfashion,0
matchles,matchless,4
jajos,jajo,0
biskies,bisky,4
accoustics,accoustic,0
fingerchips,fingerchip,0
jonas,jona,0
lumigos,lumigo,0
projectros,projectro,0
hammonds,hammond,0
paras,para,0
mseries,mserie,0
magnates,magnate,0
rascals,rascal,0
foxes,foxe,0
tropiques,tropique,0
hansonellis,hansonelli,0
inviations,inviation,0
pass,pas,0
adidas,adidas,4
deeds,deed,0
lazzaris,lazzari,0
bareminerals,baremineral,0
gangothriknits,gangothriknit,0
twinings,twining,0
nitts,nitt,0
serious,serious,4
kumass,kumas,0
delirious,delirious,4
osmosis,osmosis,4
bables,bable,0
allocations,allocation,0
sighs,sigh,0
sapsons,sapson,0
sabras,sabra,0
seagrass,seagrass,4
beginings,begining,0
julius,juliu,0
blueflowers,blueflower,0
kingscross,kingscros,0
bluetimes,bluetime,0
process,proces,0
indoroots,indoroot,0
glasses,glass,4
jesus,jesu,0
radius,radius,4
contactless,contactless,4
foodworks,foodwork,0
themselves,themselve,0
drapers,draper,0
sophisticates,sophisticate,0
mbbs,mbb,0
blocksnprints,blocksnprint,0
petstages,petstage,0
packos,packo,0
greaves,greave,0
aqueous,aqueou,0
xpztgls,xpztgl,0
atlas,atla,0
ifans,ifan,0
tacgears,tacgear,0
craftedhangings,craftedhanging,0
mobsters,mobster,0
helicurves,helicurve,0
grates,grate,0
imageclass,imageclass,4
daedalus,daedalu,0
nantes,nante,0
optimus,optimus,4
permafocus,permafocu,0
slickwraps,slickwrap,0
dandslippers,dandslipper,0
ines,ine,0
jess,jes,0
energies,energie,0
celcakes,celcake,0
daffodils,daffodil,0
speechless,speechless,4
redsunproofcateyeplasticmediumsunglasses,redsunproofcateyeplasticmediumsunglasse,0
jeans,jean,0
mysales,mysale,0
zaicus,zaicu,0
vadmans,vadman,0
madness,madness,4
caperberries,caperberrie,0
viscous,viscous,0
confectioners,confectioner,0
tainless,tainless,0
thodukonics,thodukonic,0
emirates,emirate,0
buyclues,buyclue,0
extraminds,extramind,0
crazeis,crazei,0
backyardigans,backyardigan,0
ballerians,ballerian,0
miss,mis,0
ikross,ikros,0
youngsters,youngster,0
olympus,olympu,0
bladeless,bladeless,4
cadaques,cadaque,0
obessions,obession,0
necessities,necessitie,0
umisons,umison,0
shalis,shali,0
seimens,seimen,0
jkapparels,jkapparel,0
stress,stress,4
uranus,uranu,0
dolls,doll,0
airplus,airplus,4
accordplus,accordplu,0
igneous,igneou,0
pteris,pteri,0
maos,mao,0
ideos,ideo,0
funtees,funtee,0
auvers,auver,0
hdbass,hdbas,0
indoscapes,indoscape,0
matchsticks,matchstick,0
kunsons,kunson,0
clcs,clc,0
deus,deu,0
pkcss,pkcs,0
ripjaws,ripjaw,0
krishivkreations,krishivkreation,0
shreyans,shreyan,0
plus,plu,0
rozers,rozer,0
oops,oop,0
distriutors,distriutor,0
pavers,paver,0
mabis,mabi,0
catches,catche,0
oculus,oculu,0
ehsaas,ehsaa,0
fingerpicks,fingerpick,0
bonus,bonu,0
contrass,contras,0
sutings,suting,0
collins,collin,0
frivolous,frivolou,0
lars,lar,0
kavyasarees,kavyasaree,0
lycheers,lycheer,0
saggitarius,saggitariu,0
unless,unles,0
festivities,festivitie,0
nunettes,nunette,0
kailas,kaila,0
electrosales,electrosale,0
beautious,beautiou,0
railroads,railroad,0
harreds,harred,0
endless,endless,4
nachips,nachip,0
costus,costu,0
nightdress,nightdress,4
woodartis,woodarti,0
sunglass,sunglass,4
across,across,4
ariis,arii,0
ecosys,ecosy,0
taurus,tauru,0
menboots,menboot,0
ecosys,ecosy,0
ringworms,ringworm,0
armaanns,armaann,0
nargis,nargi,0
sleeveless,sleeveles,0
outfits,outfit,0
bagsrus,bagsru,0
furious,furiou,0
tomas,toma,0
teamugs,teamug,0
scratches,scratche,0
broachcutters,broachcutter,0
teaches,teach,4
pisces,pisce,0
galaxysduos,galaxysduo,0
deloius,deloius,4
hapiness,hapines,0
express,expres,0
ermis,ermi,0
aquarios,aquario,0
fondos,fondo,0
antivirus,antivirus,4
slvless,slvles,0
rapturous,rapturou,0
crackels,crackel,0
betts,bett,0
fineness,finenes,0
darklines,darkline,0
stainles,stainless,4
eyelashes,eyelashe,0
ragafamous,ragafamou,0
inddus,inddu,0
access,acces,0
tribes,tribe,0
decorus,decorus,4
backwards,backward,0
licquas,licqua,0
hortus,hortu,0
vangas,vanga,0
aeoss,aeos,0
imperus,imperu,0
mercedes,mercedes,4
ahsas,ahsa,0
courteous,courteou,0
wareless,wareless,4
bloodlines,bloodline,0
carpetwings,carpetwing,0
vnfs,vnf,0
supplies,supply,4
aaravtextiles,aaravtextile,0
goodies,goodie,0
waypoints,waypoint,0
messentials,messential,0
congress,congres,0
virtis,virti,0
kidrus,kidru,0
floreplus,floreplu,0
octaplus,octaplu,0
utilities,utilitie,0
yuvaplus,yuvaplu,0
forbis,forbi,0
berndes,bernde,0
microbeads,microbead,0
sduos,sduo,0
gorgeous,gorgeou,0
cornitos,cornito,0
honeylicious,honeyliciou,0
athens,athen,0
levres,levre,0
acropolis,acropoli,0
primus,primu,0
breastshells,breastshell,0
tradeus,tradeu,0
ecosens,ecosen,0
comfortis,comforti,0
marljohns,marljohn,0
sears,sear,0
clueless,clueles,0
vigorous,vigorou,0
sevenhills,sevenhill,0
giggles,giggle,0
gilrls,gilrl,0
rtgs,rtg,0
cordless,cordles,0
cress,cres,0
itwas,itwa,0
flyfilms,flyfilm,0
sellerimages,sellerimage,0
cookplus,cookplu,0
mykonos,mykono,0
orthofeets,orthofeet,0
worries,worrie,0
porwalbros,porwalbro,0
goodfellas,goodfella,0
properties,property,4
wolves,wolve,0
nafis,nafi,0
sandwhiches,sandwhich,4
idds,idd,0
seems,seem,0
kress,kres,0
idlies,idlie,0
samways,samway,0
barracks,barrack,0
sempervirens,semperviren,0
pyrrhus,pyrrhu,0
nyctanthes,nyctanthe,0
fantaseyes,fantaseye,0
cucumis,cucumi,0
talkies,talkie,0
soilders,soilder,0
excitinglives,excitinglive,0
drugs,drug,0
oneplus,oneplus,4
ecowellness,ecowellnes,0
sportsglasses,sportsglass,4
vicacious,vicacious,0
tweenspolkadotscottonpanties,tweenspolkadotscottonpantie,0
ecreations,ecreation,0
spoontiques,spoontique,0
luminous,luminous,4
timeless,timeless,4
boothies,boothie,0
orangeous,orangeou,0
luxurious,luxurious,4
plus,plus,4
mbps,mbp,0
raiments,raiment,0
docsis,docsi,0
wipes,wipe,0
ivychics,ivychic,0
cadaques,cadaque,0
digiventions,digivention,0
pugmarks,pugmark,0
topchips,topchip,0
koleos,koleo,0
outdoorboots,outdoorboot,0
fitness,fitness,4
nitrous,nitrous,4
sucos,suco,0
karthus,karthu,0
kastros,kastro,0
xpress,xpress,4
thickness,thickness,4
jegins,jegin,0
snoozyshoppers,snoozyshopper,0
auspiciousness,auspiciousnes,0
sleeeveless,sleeeveles,0
henckels,henckel,0
wallies,wallie,0
zizanoides,zizanoide,0
dhanteras,dhantera,0
rubus,rubu,0
limbs,limb,0
humourous,humourou,0
hingies,hingy,4
mchs,mch,0
maximus,maximu,0
alesis,alesi,0
mixes,mix,4
withings,withing,0
boisterous,boisterou,0
colourways,colourway,0
critters,critter,0
goddes,godde,0
callis,calli,0
distress,distress,4
soissons,soisson,0
printxplus,printxplu,0
ssfabrics,ssfabric,0
khaas,khaa,0
schuhbecks,schuhbeck,0
uxpress,uxpres,0
sholkas,sholka,0
skross,skros,0
trakpants,trakpant,0
mbaps,mbap,0
yellowdots,yellowdot,0
orphils,orphil,0
shedds,shedd,0
orous,orou,0
sweetdreams,sweetdream,0
cocytus,cocytu,0
zoppos,zoppo,0
nichols,nichol,0
picturs,picture,4
clus,clu,0
indosuits,indosuit,0
decimus,decimus,4
dickinsons,dickinson,0
novus,novu,0
francorchamps,francorchamp,0
linpus,linpu,0
ezzideals,ezzideal,0
chess,ches,0
cosmetics,cosmetic,0
materialborders,materialborder,0
msports,msport,0
pamphilos,pamphilo,0
clothes,clothe,0
forimmtronics,forimmtronic,0
tdes,tde,0
milkies,milkie,0
bagsrus,bagsru,0
productsstatus,productsstatu,0
popleys,popley,0
rufous,rufou,0
rops,rop,0
pkss,pks,0
panzers,panzer,0
washes,washe,0
furncoms,furncom,0
stylocus,stylocu,0
acmps,acmp,0
gilrs,gilr,0
flashguns,flashgun,0
potatoes,potato,4
alphabets,alphabet,0
budgerigars,budgerigar,0
cchaos,cchao,0
butteflies,butteflie,0
chillballs,chillball,0
collins,collin,0
creamlloafers,creamlloafer,0
gims,gim,0
topsheets,topsheet,0
angus,angu,0
rayes,raye,0
mauvelous,mauvelou,0
gobahamas,gobahama,0
jims,jim,0
ignavus,ignavu,0
avengers,avenger,0
nmydress,nmydres,0
interworks,interwork,0
voluptuous,voluptuou,0
depends,depend,0
pocahontas,pocahonta,0
zeikos,zeiko,0
pays,pay,0
picks,pick,0
polypus,polypu,0
simsons,simson,0
thomos,thomo,0
drowns,drown,0
fuscous,fuscou,0
religeous,religeous,4
matos,mato,0
firmus,firmu,0
distilleries,distillerie,0
ultimus,ultimu,0
aamaryllis,aamarylli,0
meshups,meshup,0
gross,gros,0
cullotes,cullote,0
sgas,sga,0
trippales,trippale,0
pheddies,pheddy,4
quercus,quercus,0
stems,stem,0
goodluckfashions,goodluckfashion,0
franceheadphones,franceheadphone,0
jones,jone,0
strollers,stroller,0
fanless,fanless,4
zarkons,zarkon,0
gourgeous,gourgeou,0
fhvs,fhv,0
knives,knive,0
peachboys,peachboy,0
blueberries,blueberry,4
cavas,cava,0
goldstroms,goldstrom,0
midas,mida,0
qdesigns,qdesign,0
swatches,swatche,0
gogggles,gogggle,0
goliathus,goliathu,0
fitcolus,fitcolu,0
ciss,cis,0
norris,norri,0
fibreglass,fibreglass,4
usrobotics,usrobotic,0
robophelps,robophelp,0
asbestos,asbesto,0
cinematics,cinematic,0
udass,udas,0
jaisuryas,jaisurya,0
vocals,vocal,0
inventis,inventi,0
indiavibes,indiavibe,0
bikers,biker,0
saps,sap,0
fanas,fana,0
jerseysunrisers,jerseysunriser,0
compaas,compaa,0
alicolours,alicolour,0
syndapsus,syndapsu,0
brandeis,brandei,0
jesans,jesan,0
celsius,celsiu,0
ecoteas,ecotea,0
evernons,evernon,0
elitus,elitu,0
generous,generou,0
backwoods,backwood,0
accessories,accessory,4
imsubs,imsub,0
oxidants,oxidant,0
colouredsunproofwayfarerplasticmediumsunglasses,colouredsunproofwayfarerplasticmediumsunglasse,0
ovus,ovu,0
slevves,slevve,0
colorless,colorless,4
giottos,giotto,0
jobless,jobless,4
daniels,daniel,0
bypass,bypas,0
lamposts,lampost,0
regius,regius,4
jenefas,jenefa,0
cerberus,cerberu,0
flirtaeous,flirtaeou,0
colorcups,colorcup,0
specs,spec,0
waterfalls,waterfall,0
hottips,hottip,0
sugaas,sugaa,0
earpods,earpod,0
oneplus,oneplus,0
orleans,orlean,0
turnups,turnup,0
romoss,romos,0
cockroaches,cockroach,4
jellies,jellie,0
visitiors,visitior,0
mwms,mwm,0
wireless,wireless,4
catilicious,catilicious,4
plus,plu,0
azoers,azoer,0
yorkies,yorkie,0
krans,kran,0
zois,zoi,0
rnfs,rnf,0
begs,beg,0
shotrs,shotr,0
candes,cande,0
purplicious,purplicious,0
dealheroes,dealhero,4
wizards,wizard,0
richpiks,richpik,0
fineness,finenes,0
cashwes,cashwe,0
bluethreads,bluethread,0
shapers,shaper,0
smakers,smaker,0
vengaboys,vengaboy,0
biosciences,bioscience,0
twinwoofers,twinwoofer,0
eyeglass,eyeglass,4
nayans,nayan,0
baksons,bakson,0
axxess,axxes,0
swimmers,swimmer,0
vaups,vaup,0
hubbes,hubbe,0
swimdress,swimdress,4
ixias,ixia,0
aabls,aabl,0
giftwallas,giftwalla,0
gmws,gmw,0
opus,opu,0
helianthus,helianthu,0
chaos,chao,0
cricketshoes,cricketshoe,0
phoebus,phoebu,0
tubeless,tubeless,4
ethnickurtas,ethnickurta,0
borgeous,borgeou,0
alvis,alvi,0
roughness,roughnes,0
princess,princes,0
pouches,pouche,0
rees,ree,0
hemlines,hemline,0
siemens,siemen,0
varens,varen,0
layouts,layout,0
wrenches,wrench,4
licquafruits,licquafruit,0
seamless,seamles,0
cryptanthus,cryptanthu,0
pious,piou,0
uniqueitems,uniqueitem,0
lyptus,lyptu,0
activities,activitie,0
billiards,billiard,0
cwarts,cwart,0
microbes,microbe,0
barmudas,barmuda,0
slipppers,slippper,0
eastmanworks,eastmanwork,0
spillovers,spillover,0
tamus,tamu,0
always,alway,0
stripemoss,stripemos,0
ashionkiosks,ashionkiosk,0
branches,branche,0
graytrackpants,graytrackpant,0
rlms,rlm,0
cyamopsis,cyamopsi,0
rnhs,rnh,0
necrophos,necropho,0
cronos,crono,0
extracts,extract,0
aries,arie,0
colombus,colombu,0
pumaaxis,pumaaxi,0
serfas,serfa,0
species,specie,0
starless,starless,4
clolours,clolour,0
glassses,glass,4
orphils,orphil,0
actress,actres,0
banaras,banara,0
mayedass,mayedas,0
xyls,xyl,0
thornless,thornless,4
spaorts,spaort,0
greenmaxsystems,greenmaxsystem,0
fortress,fortres,0
precis,preci,0
watches,watche,0
sanus,sanu,0
huskies,husky,0
febregas,febrega,0
clothes,clothe,0
daspass,daspas,0
keyos,keyo,0
talos,talo,0
mirorrless,mirorrles,0
requirs,requir,0
famous,famou,0
scrips,scrip,0
drots,drot,0
famous,famous,4
tricones,tricone,0
gvecs,gvec,0
lotuses,lotuse,0
buddies,buddy,4
villis,villi,0
traxxas,traxxa,0
flocons,flocon,0
hdplus,hdplu,0
premsons,premson,0
hitcolus,hitcolu,0
okoplus,okoplu,0
baaamboos,baaamboo,0
lacrafters,lacrafter,0
divalacious,divalaciou,0
philosphers,philospher,0
industrious,industrious,4
tidings,tiding,0
stiches,stiche,0
garments,garment,0
fortuitus,fortuitu,0
assassinators,assassinator,0
vnhs,vnh,0
cryisys,cryisy,0
powerplus,powerplus,4
teenstees,teenstee,0
indianapolis,indianapoli,0
securities,security,0
this,thi,0
pixelglass,pixelglass,0
sduos,sduo,0
celebriducks,celebriduck,0
indiawears,indiawear,0
ryos,ryo,0
aquarius,aquarius,4
vugis,vugi,0
haroads,haroad,0
bunches,bunch,4
cross,cros,0
ediots,ediot,0
racemosus,racemosu,0
sonos,sono,0
wallpaprs,wallpapr,0
capabilities,capability,4
amigocrafts,amigocraft,0
sonos,sono,0
acutos,acuto,0
zanies,zanie,0
roseous,roseou,0
chinoos,chinoo,0
synchros,synchro,0
apocalips,apocalip,0
prrems,prrem,0
coors,coor,0
bloks,blok,0
manaus,manau,0
unokids,unokid,0
lemongrass,lemongras,0
knotties,knottie,0
taurus,tauru,0
mobidress,mobidres,0
blackfriars,blackfriar,0
kapsons,kapson,0
vandarus,vandaru,0
mukhvas,mukhva,0
withstands,withstand,0
tervis,tervi,0
footons,footon,0
cdrafts,cdraft,0
officinalis,officinali,0
cufflinks,cufflink,0
linksys,linksy,0
targus,targu,0
thums,thum,0
cabletvamps,cabletvamp,0
relideals,relideal,0
tufts,tuft,0
aquarious,aquarious,4
cancas,canca,0
japonais,japonai,0
kanheyas,kanheya,0
peaches,peach,4
splendorous,splendorou,0
diskless,diskles,0
crafturideas,crafturidea,0
fourrts,fourrt,0
ojas,oja,0
ostentatious,ostentatiou,0
tchs,tch,0
miss,mis,0
greeneers,greeneer,0
vinylworks,vinylwork,0
gurds,gurd,0
degas,dega,0
schts,scht,0
fitcolus,fitcolus,4
goss,gos,0
mcdees,mcdee,0
quicklids,quicklid,0
japs,jap,0
goodnites,goodnite,0
japs,jap,0
ambbicollections,ambbicollection,0
address,address,4
tennis,tenni,0
moues,moue,0
ddass,ddas,0
artwares,artware,0
angribirds,angribird,0
ushirts,ushirt,0
forcans,forcan,0
bagless,bagles,0
skullphones,skullphone,0
pgmfs,pgmf,0
limnos,limno,0
minionns,minionn,0
vicks,vick,0
cranberries,cranberry,4
purifies,purify,4
sparaxis,sparaxi,0
jeggins,jeggin,0
harmonies,harmonie,0
keyless,keyles,0
bodies,bodie,0
cheks,chek,0
radius,radiu,0
achilles,achille,0
juvas,juva,0
selfless,selfless,4
amadeus,amadeu,0
piceses,picese,0
claus,clau,0
ninecolours,ninecolour,0
xpressionss,xpressions,0
easphones,easphone,0
compass,compas,0
microboards,microboard,0
fauctes,faucte,0
aceplus,aceplu,0
analysis,analysis,4
delicious,delicious,4
acadaromes,acadarome,0
limoges,limoge,0
limnos,limno,0
protektivebags,protektivebag,0
dous,dou,0
roadies,roadie,0
htcolus,htcolu,0
tahilyanis,tahilyani,0
powerfles,powerfle,0
coaters,coater,0
reveurs,reveur,0
wireles,wireless,4
awadhcrafts,awadhcraft,0
salwarsarees,salwarsaree,0
jealous,jealou,0
repees,repee,0
hofbrauhaus,hofbrauhau,0
kylis,kyli,0
febboys,febboy,0
telebrands,telebrand,0
matras,matra,0
empresas,empresa,0
footwings,footwing,0
mustanggirls,mustanggirl,0
fips,fip,0
naksons,nakson,0
naples,naple,0
carcharias,carcharia,0
atavios,atavio,0
jenious,jeniou,0
bluesports,bluesport,0
gogps,gogp,0
appliactors,appliactor,0
hmsteels,hmsteel,0
adonis,adoni,0
squaris,squari,0
aknimbus,aknimbu,0
khas,kha,0
ingenious,ingenious,0
cumulus,cumulu,0
polaris,polari,0
lemongrass,lemongras,0
iigs,iig,0
attipas,attipa,0
rosebys,roseby,0
kilos,kilo,0
sunderbans,sunderban,0
xsories,xsorie,0
babycakes,babycake,0
ewows,ewow,0
screenandstylus,screenandstylu,0
xplosives,xplosive,0
giftsnfriends,giftsnfriend,0
gillies,gilly,4
massachusetts,massachusett,0
hygloss,hyglos,0
delfos,delfo,0
superstrings,superstring,0
japanees,japanee,0
canavs,canav,0
dulcis,dulci,0
skinceuticals,skinceutical,0
politics,politic,0
accomodates,accomodate,0
mews,mew,0
flfyfilms,flfyfilm,0
creaters,creater,0
jaipurcrafts,jaipurcraft,0
futuronics,futuronic,0
houswares,housware,0
firecrackers,firecracker,0
lemongras,lemongra,0
bondhus,bondhu,0
osmosis,osmosi,0
iincludes,iinclude,0
sters,ster,0
hermes,herme,0
sprns,sprn,0
insoles,insole,0
hanns,hann,0
cross,cross,4
glamarous,glamarous,4
thomas,thoma,0
chloros,chloro,0
technolabs,technolab,0
faults,fault,0
shwapparels,shwapparel,0
smokers,smoker,0
estrees,estree,0
gopinis,gopini,0
tcps,tcp,0
press,press,4
stess,stes,0
kvees,kvee,0
teksons,tekson,0
crims,crim,0
bbos,bbo,0
auarshoes,auarshoe,0
wiseass,wiseas,0
weges,wege,0
stooreys,stoorey,0
mountaincolours,mountaincolour,0
columbus,columbus,4
livingcolors,livingcolor,0
various,various,4
zealous,zealou,0
kickass,kickass,4
deoplus,deoplu,0
swagroots,swagroot,0
sleevetees,sleevetee,0
athletes,athlete,0
streamers,streamer,0
characteristics,characteristic,0
twinbirds,twinbird,0
perls,perl,0
pious,piou,0
hotmuggs,hotmugg,0
novasys,novasy,0
distresses,distress,4
spees,spee,0
syoss,syos,0
vincennes,vincenne,0
sprotones,sprotone,0
jegs,jeg,0
mstrs,mstr,0
aurashoes,aurashoe,0
ridiculous,ridiculou,0
lautus,lautu,0
boomphones,boomphone,0
ornaments,ornament,0
etios,etio,0
semless,semless,4
kamurocks,kamurock,0
firstclass,firstclas,0
pickurs,pickur,0
sceneries,scenery,4
milgauss,milgaus,0
sinus,sinu,0
biowares,bioware,0
objects,object,0
boyes,boye,0
adidas,adida,0
indutries,indutry,4
urbanears,urbanear,0
loveliness,lovelines,0
francais,francai,0
pxps,pxp,0
bougies,bougie,0
yunguns,yungun,0
batteries,battery,4
globules,globule,0
beywarriors,beywarrior,0
vitagoods,vitagood,0
cmaeras,cmaera,0
refrigerations,refrigeration,0
daylilies,daylilie,0
housethis,housethi,0
lepis,lepi,0
isris,isri,0
nemesis,nemesi,0
dbells,dbell,0
multiples,multiple,0
sestones,sestone,0
holdbks,holdbk,0
canis,cani,0
rupees,rupee,0
ribbs,ribb,0
elbrus,elbru,0
geepas,geepa,0
backpackers,backpacker,0
medammes,medamme,0
calabreses,calabrese,0
cocochips,cocochip,0
horcruxes,horcruxe,0
homescapes,homescape,0
spacious,spacious,4
anais,anai,0
gingernuts,gingernut,0
styleways,styleway,0
borctrolls,borctroll,0
philippines,philippine,0
eesees,eesee,0
efforts,effort,0
parties,partie,0
bosses,boss,4
glasses,glass,4
whitesports,whitesport,0
seamoss,seamos,0
straightens,straighten,0
guess,guess,4
byers,byer,0
sangas,sanga,0
capsiles,capsile,0
khuranasteels,khuranasteel,0
jabees,jabee,0
seems,seem,0
otis,oti,0
pocus,pocu,0
greaves,greave,0
funktees,funktee,0
perros,perro,0
themis,themi,0
stretchtrousers,stretchtrouser,0
lollitups,lollitup,0
croas,croa,0
aphids,aphid,0
ectos,ecto,0
orcus,orcu,0
lentus,lentu,0
handsigns,handsign,0
qmydress,qmydres,0
happiness,happines,0
bakelicious,bakeliciou,0
aureus,aureu,0
springworks,springwork,0
expertronics,expertronic,0
xmas,xma,0
mobiexperts,mobiexpert,0
tribhovandas,tribhovanda,0
bakins,bakin,0
molecules,molecule,0
clas,cla,0
bandwireless,bandwireless,4
traders,trader,0
casillas,casilla,0
qurves,qurve,0
rubens,ruben,0
dxss,dxs,0
instyles,instyle,0
redlories,redlorie,0
class,clas,0
essess,esses,0
leegs,leeg,0
euclyptus,euclyptu,0
bodylicious,bodylicious,4
nomos,nomo,0
devious,deviou,0
eliments,eliment,0
nimesis,nimesi,0
blacksports,blacksport,0
epress,epress,4
chassis,chassi,0
glass,glas,0
ramdas,ramda,0
cricus,cricu,0
urnus,urnu,0
beauties,beauty,4
chablis,chabli,0
proplus,proplu,0
tars,tar,0
sponges,sponge,0
lebos,lebo,0
recivers,reciver,0
luminous,luminous,4
binacoulers,binacouler,0
crisscross,crisscross,4
temperedglass,temperedglas,0
hocus,hocu,0
ramos,ramo,0
bestways,bestway,0
saifeesons,saifeeson,0
dauntless,dauntles,0
stress,stress,4
swisspers,swissper,0
lehengs,leheng,0
shoppers,shopper,0
daisies,daisy,4
octupus,octupus,4
baseus,baseu,0
pwerus,pweru,0
xccess,xcces,0
anonymous,anonymous,4
jamnadas,jamnada,0
fragraances,fragraance,0
callus,callu,0
elves,elve,0
ecovacs,ecovac,0
kaps,kap,0
kiks,kik,0
winkies,winky,4
fletchers,fletcher,0
mattress,mattress,4
amorous,amorous,4
trrs,trr,0
venys,veny,0
bareminerals,baremineral,0
colthiers,colthier,0
jessics,jessic,0
kheops,kheop,0
napes,nape,0
swiss,swiss,4
chennis,chenni,0
toyabits,toyabit,0
ixus,ixu,0
copulings,copuling,0
porus,poru,0
afsgs,afsg,0
softas,softa,0
luxirious,luxirious,4
pulms,pulm,0
gorgeous,gorgeou,0
bordabrothers,bordabrother,0
milliliters,milliliter,0
gholographics,gholographic,0
bumgenius,bumgeniu,0
emboss,embos,0
aqaurius,aqaurius,4
adahfashions,adahfashion,0
hipleeds,hipleed,0
genus,genu,0
blosooms,blosoom,0
less,les,0
arihs,arih,0
eris,eri,0
raindrops,raindrop,0
swabs,swab,0
ethnysis,ethnysi,0
grievous,grievou,0
litrs,litr,0
jesus,jesu,0
veloplus,veloplu,0
othmans,othman,0
enginepress,enginepres,0
blacksunproofcateyeplasticmediumsunglasses,blacksunproofcateyeplasticmediumsunglasse,0
mililiters,mililiter,0
